vin,color,brand,model,engine,transmission,mileage,price,sale,dealer,owner
382,Green,Fiat,Croma,W,Automatic,5083,58302,717,8,347
383,Orange,Volkswagen,T4 Pickup,Electric,Standard,18429,34816,352,3,30
384,Green,Suzuki,Jimny,Electric,Automatic,62894,30403,740,18,225
385,Red,Fiat,131,Petrol,Standard,47226,89924,179,1,22
386,Dark Green,Ford,F-100,V8,Standard,31057,140353,82,9,305
387,Blue,GMC,Safari,Petrol,Standard,52058,69889,963,12,269
388,Pearl,Mercedes Benz,Vaneo,Diesel,Standard,69473,102983,240,20,348
389,Red,Mazda,Xedos 9,V8,Automatic,57624,2420,855,19,290
390,Black,Toyota,Amazon,Inine,Standard,72639,132458,663,13,7
391,Yellow,Kia,Shuma,W,Automatic,70379,50501,,18,
392,Dark Blue,Honda,Shuttle,Petrol,Automatic,51489,106064,208,22,368
393,Blue,Audi,100 C4 Series,Inine,Standard,53373,110863,252,21,25
394,Dark Blue,Honda,Civic Si,W,Standard,28044,146142,,4,
395,Purple,Honda,Accord,Inine,Automatic,65058,137600,554,6,417
396,Blue,BMW,318,W,Automatic,5944,28667,886,1,404
397,Dark Green,Subaru,Legacy,Inine,Standard,2933,64650,385,0,252
398,Pearl,Pontiac,Sunburst,V8,Standard,22325,25037,980,9,204
399,Yellow,GMC,Typhoon,V8,Automatic,54894,24367,267,3,369
400,Orange,Lexus,LS 460,Diesel,Standard,23125,20634,231,28,497
401,White,Mazda,626 Avant,W,Automatic,13463,19295,,26,
402,Green,Kia,Carnival,Diesel,Standard,6856,122358,,29,
403,Pearl,Alfa Romeo,146,V6,Automatic,67777,128808,,11,
404,Pearl,Ford,Cortina,Petrol,Automatic,8867,100660,124,1,481
405,Dark Grey,Nissan,Camionnette,Petrol,Automatic,67735,49142,253,10,310
406,Dark Grey,Kia,Joice,W,Standard,1874,4031,,28,
407,Beige,Lexus,SC 400,V6,Automatic,58114,106486,722,5,139
408,Red,Kia,Cerato,V6,Automatic,50747,55189,661,6,241
409,Orange,Subaru,XT,Electric,Automatic,20928,7050,,11,
410,Purple,Chevrolet,G2500,V8,Standard,65713,141472,659,8,294
411,Pearl,Mazda,B2200,Diesel,Automatic,20684,77460,576,14,223
412,Yellow,Hyundai,Amica,V6,Automatic,49432,148076,993,9,157
413,Yellow,Lexus,GS 400,W,Standard,52177,7276,879,0,205
414,Dark Green,Peugeot,106,V6,Standard,18031,20854,89,14,405
415,Light Grey,Nissan,L60,W,Automatic,40005,5305,818,28,455
416,Green,Renault,LeCar,Petrol,Automatic,27263,101917,,11,
417,Orange,Peugeot,306,V6,Automatic,35874,44813,566,11,369
418,Yellow,Suzuki,Wagon,Petrol,Automatic,69489,19691,10,10,172
419,Grey,Chevrolet,Lacetti,V8,Automatic,36303,105604,128,27,149
420,Pearl,BMW,Z1,Electric,Standard,71338,144654,117,2,470
421,Red,Volkswagen,Caddy,V6,Standard,43374,47946,302,15,164
422,Light Grey,Ford,E-450,Diesel,Standard,62748,36196,60,7,452
423,Green,Pontiac,6000,Petrol,Standard,68238,1272,,5,
424,Dark Grey,Nissan,Patrol,V8,Standard,17642,39579,771,9,355
425,Light Grey,Lexus,LX 470,V6,Standard,20913,29664,376,21,450
426,Red,Alfa Romeo,155,Diesel,Standard,15783,5284,398,24,459
427,Orange,Maserati,Quattroporte,Petrol,Standard,32415,18555,73,2,123
428,Dark Green,Ford,Bronco II,Diesel,Standard,50210,126280,781,4,27
429,White,Mazda,121,W,Standard,13582,132162,238,10,397
430,Grey,Lexus,RX 350,Petrol,Automatic,1939,96360,811,25,362
431,Grey,Kia,Optima,Inine,Automatic,4208,25277,323,0,290
432,Black,Volkswagen,Golf Plus,Diesel,Automatic,2600,74938,106,19,21
433,Red,GMC,Savana,V8,Standard,72130,130917,354,29,174
434,Blue,Toyota,Traveler,Diesel,Automatic,4181,104566,203,6,81
435,Red,BMW,Z3,V6,Standard,56647,124312,536,27,140
436,Orange,Audi,4000,Inine,Automatic,5571,26053,737,0,134
437,White,Maserati,Shamal,Petrol,Standard,66859,142891,158,21,390
438,Grey,Porsche,Cayenne,Diesel,Standard,41737,102618,,11,
439,Grey,Chevrolet,Corsica,Inine,Automatic,26309,25586,230,13,56
440,Orange,Jaguar,E-type,Inine,Standard,51526,71043,187,7,15
441,Yellow,Mercedes Benz,CL65,V8,Automatic,69632,61842,901,24,117
442,Grey,Chevrolet,Stylemaster,Inine,Standard,52776,113489,216,24,456
443,Dark Green,Chevrolet,Trailblazer,V8,Automatic,73118,55907,50,28,323
444,Dark Blue,Renault,17,Diesel,Standard,6110,20145,556,25,43
445,Black,Mercedes Benz,V-Class,Petrol,Standard,2102,21302,491,20,450
446,Blue,Maserati,Ghibli,V6,Automatic,53658,12266,70,1,265
447,Beige,Ford,Freestar,Electric,Standard,58009,39989,490,21,444
448,Yellow,Mazda,B2000,Electric,Automatic,68165,70015,700,13,259
449,Dark Blue,BMW,740,W,Automatic,74395,63293,371,9,368
450,Light Grey,Subaru,4x4 Turbo,Inine,Standard,69280,46210,,26,
451,Yellow,Audi,100,Inine,Standard,68589,46441,739,13,408
452,Beige,Kia,Magentis,Inine,Automatic,6232,92920,,13,
453,White,BMW,320,Inine,Standard,511,49619,135,19,91
454,Red,Mercedes Benz,ML320,Inine,Automatic,4806,37209,984,24,52
455,Light Grey,Toyota,Paseo,W,Automatic,22688,134405,232,26,435
456,Light Grey,Fiat,Barchetta,Petrol,Automatic,34765,70373,75,28,307
457,Dark Blue,Hyundai,Pony,Inine,Automatic,69775,46257,568,11,287
458,Light Grey,Maserati,Coupé,Electric,Automatic,48527,114281,732,17,116
459,Pearl,Kia,Rio,Inine,Automatic,53707,115479,263,5,123
460,Purple,Porsche,911,W,Standard,68972,3533,730,8,62
461,Light Grey,Subaru,GL,W,Automatic,71940,118285,352,3,30
462,White,Suzuki,Samurai,V6,Automatic,25604,106881,,12,
463,Orange,Fiat,125,Inine,Standard,63832,118949,421,14,125
464,Blue,BMW,X3,Inine,Automatic,68100,49485,385,0,252
465,Orange,Kia,Sedona,V8,Automatic,51741,13466,297,11,438
466,Beige,Subaru,Forester,Inine,Automatic,14697,21074,909,29,218
467,Dark Blue,Subaru,XT,W,Standard,22062,13650,828,27,454
468,Pearl,Ford,Festiva,Inine,Automatic,24095,64897,375,18,131
469,Dark Blue,Toyota,Supra,Petrol,Automatic,59868,133099,812,27,66
470,Light Grey,Renault,Avantime,Diesel,Automatic,17211,105930,868,3,347
471,Light Grey,Kia,Rio 5,Inine,Standard,73338,45952,733,1,22
472,Orange,Audi,100 V6,Diesel,Automatic,31579,59830,243,21,451
473,White,Suzuki,Liana,Inine,Standard,73762,96811,760,5,385
474,Green,Toyota,Avensis,W,Standard,48393,138310,,1,
475,Light Grey,Alfa Romeo,147,Petrol,Automatic,65056,44326,265,11,372
476,Red,Maserati,Shamal,Electric,Standard,49532,124499,152,27,351
477,Purple,Alfa Romeo,33,Petrol,Automatic,62656,126465,595,10,397
478,Dark Green,Porsche,911 Turbo,V8,Standard,13115,3554,532,17,271
479,Dark Green,Honda,Element,Diesel,Automatic,46253,66626,302,15,164
480,Orange,Honda,Shuttle,Inine,Automatic,46178,19470,964,0,301
481,Purple,Chevrolet,Cavalier,V6,Standard,19201,7328,872,22,25
482,Orange,Fiat,Punto Grande,W,Standard,51106,137889,84,24,363
483,Orange,GMC,Acadia,W,Standard,34608,113314,651,24,70
484,Yellow,Hyundai,Matrix,V8,Automatic,53318,13043,,7,
485,Green,Volkswagen,Vento,V6,Standard,9660,11908,407,7,117
486,Red,Audi,RS 4,V8,Automatic,6052,104747,574,22,338
487,Grey,Audi,100,Diesel,Standard,61056,50657,459,18,267
488,Green,Renault,Clio,Inine,Standard,66312,124004,487,4,143
489,Green,Pontiac,Torrent,W,Standard,61770,61153,316,1,407
490,Dark Green,Mazda,3 Sport,Electric,Automatic,68196,40622,129,5,157
491,Yellow,Hyundai,XG300,V8,Standard,26510,30297,232,26,435
492,Red,Ford,Elite,Diesel,Standard,19885,70673,532,17,271
493,Yellow,Mazda,Cosmo,Petrol,Standard,49008,62783,,10,
494,Orange,Subaru,SVX,Petrol,Standard,6575,21948,724,23,484
495,Red,Suzuki,Aerio,Inine,Standard,27571,81640,690,15,472
496,Pearl,Hyundai,XG350,V6,Standard,28898,91465,889,12,43
497,White,Nissan,Sunny Combi,Electric,Automatic,11440,138448,963,12,269
498,Beige,Nissan,Bluebird Sedan,Inine,Automatic,51028,8772,233,2,225
499,White,Mercedes Benz,S-Class,Electric,Standard,52963,140751,458,5,498
500,Beige,Ford,Lightning,Electric,Standard,40794,46947,,23,
501,Light Grey,Maserati,GranSport,V8,Standard,20891,92600,816,25,15
502,White,Pontiac,Parisienne,Diesel,Automatic,59525,103145,582,17,411
503,Orange,Suzuki,Esteem,V8,Standard,51436,85223,19,2,414
504,Beige,Volkswagen,Sharan,V8,Automatic,34617,11619,32,23,304
505,Dark Blue,Subaru,XT,Diesel,Automatic,57129,109948,88,27,377
506,Blue,Ferrari,166,Inine,Standard,62561,28748,816,25,15
507,Dark Grey,Audi,TT Roadster,Electric,Automatic,35602,138009,467,6,153
508,White,Alfa Romeo,33,W,Standard,51319,91334,24,8,88
509,Pearl,Jaguar,XKR,Petrol,Automatic,44580,92183,,4,
510,Green,Suzuki,Esteem,W,Standard,43487,53368,407,7,117
511,Dark Grey,Peugeot,807,Inine,Standard,60365,23489,9,19,210
512,Orange,Kia,Rio,W,Standard,21144,23545,,25,
513,White,Alfa Romeo,166,W,Automatic,37876,108442,91,29,72
514,Grey,Kia,Shuma,Petrol,Automatic,33755,74698,721,23,72
515,Grey,Mercedes Benz,CLK-Class,Diesel,Automatic,12075,65502,337,17,344
516,Blue,Ferrari,308,W,Standard,1168,77647,41,18,208
517,Green,Ferrari,225,V8,Standard,41199,120934,,4,
518,Yellow,Maserati,430,W,Automatic,40554,67689,246,26,78
519,Grey,Ferrari,612,V6,Standard,41536,24453,56,26,487
520,Blue,Subaru,GL,W,Automatic,22078,95002,,5,
521,Black,Volkswagen,Thing,V8,Standard,59254,78324,51,22,427
522,Green,Ford,Pinto,Diesel,Standard,6732,120924,971,15,80
523,Orange,Peugeot,807,W,Automatic,23020,91711,750,5,481
524,Purple,Mazda,Truck (B-series),Inine,Automatic,50215,109576,144,23,490
525,Light Grey,Fiat,Tempra,V8,Standard,35983,130943,275,5,328
526,Light Grey,Volkswagen,Transporter,Inine,Standard,28018,40455,578,5,248
527,Blue,Mercedes Benz,G55,W,Automatic,11132,69537,598,25,208
528,Black,Hyundai,Accent,V6,Standard,8841,70967,,22,
529,Yellow,Toyota,Camionnette,Diesel,Automatic,1055,118864,514,12,329
530,Beige,Subaru,XT,V6,Standard,48182,87582,,11,
531,Grey,Jaguar,E-type,Inine,Automatic,54924,103623,230,13,56
532,Red,Nissan,Primera,V6,Automatic,10980,48029,52,8,398
533,Pearl,Alfa Romeo,145,W,Automatic,31724,63479,,11,
534,Red,Lexus,LS 600h L,Inine,Automatic,61388,145040,318,13,490
535,Light Grey,Hyundai,Stellar,W,Standard,37567,145435,888,21,113
536,Blue,Peugeot,307 SW,V6,Automatic,74399,32683,217,10,180
537,Beige,Porsche,968,V8,Standard,27361,146002,180,3,76
538,Yellow,Audi,R8,V6,Standard,6556,53431,819,7,364
539,Blue,Porsche,Carrera,Diesel,Automatic,33827,11722,868,3,347
540,Purple,Hyundai,H1,W,Standard,66578,43351,463,2,347
541,Orange,Subaru,Loyale,W,Standard,73177,70649,301,25,196
542,Black,Nissan,Almera Tino,Electric,Standard,53657,65334,267,3,369
543,Blue,Chevrolet,Colorado,Petrol,Automatic,31905,9665,895,8,140
544,Dark Green,Suzuki,Esteem,V6,Standard,44699,126616,939,7,250
545,Blue,GMC,Yukon,V6,Standard,62146,71482,764,8,476
546,Black,GMC,Savana,Inine,Automatic,36547,103794,717,8,347
547,Dark Blue,Maserati,MC12,Electric,Automatic,14526,74263,275,5,328
548,Light Grey,Chevrolet,Chevy II,Petrol,Standard,51347,117982,560,18,82
549,Pearl,Jaguar,MK,Inine,Automatic,8745,54701,614,14,26
550,Green,GMC,Savana,Petrol,Automatic,10887,47810,476,3,208
551,Red,Audi,S8,Electric,Automatic,45820,87004,448,17,198
552,Red,GMC,Envoy,Inine,Standard,15685,125470,,7,
553,White,Renault,Midlum,V6,Standard,67010,26860,,7,
554,Yellow,Ford,Torino,Electric,Automatic,69002,10373,9,19,210
555,Yellow,Lexus,ES 350,Electric,Standard,6305,17935,297,11,438
556,Dark Green,Alfa Romeo,156,Petrol,Standard,45722,98636,947,22,373
557,Pearl,Renault,Encore,Electric,Automatic,4666,136762,835,9,56
558,Light Grey,Maserati,GranSport Spyder,V6,Automatic,5735,106352,,14,
559,Dark Green,Pontiac,Solstice,V8,Automatic,13758,81051,105,3,453
560,Orange,GMC,Sprint,V6,Automatic,63484,129798,393,23,250
561,Dark Blue,Audi,A4,Petrol,Standard,53144,47631,,27,
562,White,Suzuki,Aerio,Petrol,Automatic,34146,125013,482,4,275
563,Black,Alfa Romeo,GTV,Inine,Standard,14908,101167,714,7,304
564,Dark Green,Mazda,Premacy,V8,Automatic,48044,19900,,16,
565,Purple,Ford,Skyliner,Inine,Standard,68791,98138,430,29,251
566,Beige,Porsche,550,Diesel,Automatic,62245,75622,525,8,311
567,Blue,GMC,Caballero,Diesel,Standard,36351,35380,570,22,34
568,Grey,Hyundai,Entourage,V8,Automatic,42042,68690,648,2,348
569,Yellow,Audi,100 C4 Series,W,Standard,7487,18529,743,7,350
570,Blue,Toyota,Avensis Verso,V6,Standard,66609,127075,629,5,36
571,Red,Mercedes Benz,G500,Diesel,Standard,63819,110438,913,20,447
572,Orange,Subaru,Liberty,V6,Standard,30764,15504,289,2,206
573,White,GMC,Envoy XUV,Diesel,Automatic,72825,34363,984,24,52
574,Green,Jaguar,XJS,Petrol,Standard,38151,67416,824,6,441
575,Dark Grey,Lexus,SC 430,Electric,Automatic,60280,1379,707,12,178
576,Orange,Renault,Mascot,W,Standard,64269,9469,,0,
577,Dark Blue,Lexus,LS 600h L,Petrol,Standard,20168,5091,194,2,167
578,Blue,Toyota,Echo,V6,Standard,68881,72875,,13,
579,White,Honda,S2000,Diesel,Standard,12997,144411,592,19,174
580,Light Grey,BMW,Z3,V8,Automatic,38946,142708,963,12,269
581,Orange,Jaguar,XJ6 Serie 3,V8,Standard,62793,1363,508,9,368
582,Pearl,Maserati,Shamal,Inine,Standard,3605,113170,560,18,82
583,Grey,Nissan,Stanza,V6,Standard,64007,67097,280,7,80
584,Blue,Peugeot,504,V6,Standard,15357,74873,146,24,210
585,Purple,Subaru,DL,V8,Automatic,3099,69199,410,5,204
586,Beige,Renault,Premium,Inine,Standard,7247,107577,238,10,397
587,Light Grey,Hyundai,Trajet,Petrol,Standard,9149,21880,,6,
588,Purple,Fiat,Seicento,W,Automatic,47231,38741,371,9,368
589,Beige,Peugeot,607,W,Automatic,57377,75665,556,25,43
590,Orange,Suzuki,Esteem,Diesel,Standard,599,71201,79,29,302
591,Light Grey,BMW,528,Petrol,Standard,60673,2036,938,7,31
592,Grey,Honda,FR-V,Petrol,Automatic,32744,23967,948,23,261
593,Dark Green,Kia,Spectra EX,V6,Standard,37292,50805,647,29,62
594,Black,Kia,Carnival,W,Automatic,69433,65415,382,23,243
595,Red,Jaguar,XJ40,V6,Standard,30481,124387,13,13,422
596,Dark Blue,GMC,Yukon XL,V6,Standard,65010,118170,900,6,499
597,Blue,Volkswagen,Golf II,Diesel,Standard,24219,86734,607,10,8
598,Purple,Hyundai,Entourage,V8,Automatic,42633,69076,162,11,453
599,Green,Toyota,Tundra,Electric,Automatic,59876,49443,369,6,18
600,Yellow,Ferrari,360,V6,Automatic,9033,80763,774,15,327
601,Purple,Peugeot,206,Electric,Automatic,66593,134196,31,19,420
602,Pearl,Honda,Passport,V6,Standard,70303,108594,851,18,431
603,Light Grey,Porsche,Carrera 911S,Petrol,Automatic,46333,93207,,15,
604,Purple,Maserati,Biturbo,Diesel,Automatic,25587,149458,654,1,203
605,Yellow,Hyundai,H1,Inine,Automatic,72680,25686,136,29,424
606,Yellow,Toyota,Tercel,V8,Automatic,74963,55785,436,4,334
607,Red,Chevrolet,Corvette,Inine,Automatic,45283,142698,711,11,459
608,Yellow,Nissan,L35,V6,Automatic,40625,133340,,24,
609,White,Jaguar,XJ40,Petrol,Standard,12163,82481,27,18,198
610,Dark Green,Maserati,MC12,W,Standard,7538,42587,43,10,219
611,Grey,Maserati,Bora,V8,Automatic,38581,25530,923,10,322
612,White,Audi,A3,V8,Automatic,53109,108236,919,26,108
613,White,Mazda,6 Sport Wagon,Inine,Automatic,65186,8672,287,22,361
614,Black,Chevrolet,Nova,V8,Automatic,57346,135245,789,5,145
615,Red,Mercedes Benz,C230 Coupe,Petrol,Automatic,3768,57116,953,29,478
616,Green,Mercedes Benz,G55,Inine,Standard,37125,136433,234,8,80
617,Beige,Porsche,Carrera GT,Diesel,Standard,7638,21177,406,16,278
618,White,Fiat,Ducato,W,Standard,13465,63404,555,28,341
619,Dark Green,Kia,Cerato,V8,Standard,15134,97727,865,23,161
620,Purple,Pontiac,Ventura,Inine,Standard,70075,99014,86,8,417
621,Black,GMC,Rally,V8,Standard,72346,51380,628,16,138
622,Purple,Alfa Romeo,145,Inine,Automatic,54702,146069,268,4,320
623,Pearl,BMW,533,Diesel,Standard,594,104646,893,11,323
624,Yellow,Ford,Cortina,V6,Standard,22030,12331,709,14,177
625,Black,Toyota,Corolla,Petrol,Automatic,13481,41108,421,14,125
626,Black,Kia,Carens II,W,Standard,53665,144211,667,12,478
627,Purple,Volkswagen,Karmann Ghia,V6,Automatic,55467,94310,502,12,113
628,Blue,Mercedes Benz,S-Class,Petrol,Automatic,31253,81055,357,28,72
629,Dark Grey,Subaru,SVX,W,Automatic,25585,44674,673,4,43
630,Dark Green,Alfa Romeo,145,Electric,Automatic,58052,76699,,8,
631,Blue,Volkswagen,Bora,V6,Standard,9749,133516,878,6,38
632,Yellow,Jaguar,XJ12,V6,Standard,10349,11104,,14,
633,Yellow,Mazda,Van,Petrol,Automatic,18664,39815,181,20,95
634,Dark Grey,Peugeot,504,Petrol,Automatic,74866,15512,680,5,297
635,Light Grey,Subaru,Loyale,V8,Standard,20918,92126,239,22,272
636,Red,Mazda,RX-3,Diesel,Automatic,7520,141707,873,3,186
637,Green,Volkswagen,Caddy Van,V8,Standard,6411,35981,962,9,143
638,Green,Pontiac,Phoenix,Electric,Standard,66512,116127,836,10,466
639,White,Nissan,260Z,Diesel,Automatic,34860,10802,773,22,150
640,Grey,Pontiac,Torrent,V6,Standard,15164,58789,,10,
641,Black,Jaguar,XJS,Petrol,Automatic,70422,46844,39,2,116
642,Red,Toyota,RAV4,Inine,Automatic,39373,119843,592,19,174
643,Dark Green,Ferrari,348,V8,Standard,29769,131760,620,12,476
644,Orange,Jaguar,X300,Electric,Standard,12698,30959,695,18,447
645,Yellow,Volkswagen,T5 Pickup,W,Automatic,25429,5461,659,8,294
646,Dark Grey,Suzuki,Swift,W,Standard,64821,37860,171,25,4
647,Grey,Mazda,Mizer,V8,Automatic,32840,51791,574,22,338
648,Beige,Ferrari,F50,V6,Automatic,62749,30860,,18,
649,White,Volkswagen,New Beetle Cabrio,Diesel,Standard,52479,100049,378,19,288
650,Light Grey,Alfa Romeo,33,Diesel,Standard,61203,34616,783,1,60
651,Light Grey,Ford,E-250,V6,Standard,43212,80870,565,16,162
652,Dark Grey,Suzuki,Grand Vitara,W,Automatic,34320,2418,74,8,375
653,Green,Maserati,420,Petrol,Standard,7763,37281,186,2,333
654,Orange,Subaru,GL,W,Standard,64031,115443,,27,
655,Beige,Renault,Traffic,W,Standard,97,70761,78,17,142
656,White,Renault,25,V6,Standard,4092,114815,111,29,329
657,Red,Maserati,GranSport Spyder,V6,Standard,14712,31856,,20,
658,Dark Green,Audi,Coupé,W,Automatic,38538,133209,704,16,75
659,Beige,Kia,Spectra 5,Inine,Automatic,73139,81925,131,4,333
660,Dark Blue,Ferrari,360,Petrol,Standard,15108,145807,,10,
661,Purple,Lexus,IS 300,Diesel,Standard,35158,3434,49,8,59
662,Dark Green,Hyundai,Entourage,Diesel,Standard,11748,43454,699,14,272
663,Light Grey,Ferrari,125,V6,Standard,31324,118480,775,17,81
664,Orange,Ford,Bronco,Diesel,Standard,50925,51661,950,29,381
665,Red,Chevrolet,Blazer,Inine,Standard,72341,57816,581,5,202
666,Red,Ferrari,GTO,V6,Standard,59513,65226,201,1,331
667,Blue,Subaru,XT,W,Automatic,21905,89997,,0,
668,Dark Blue,Hyundai,Santa Fe,W,Standard,22180,105297,,2,
669,Dark Green,Pontiac,G5,Inine,Automatic,52400,146244,,14,
670,Dark Blue,Honda,FR-V,Electric,Standard,30859,72811,382,23,243
671,White,Alfa Romeo,146,Electric,Automatic,39849,72861,784,22,482
672,Blue,Mercedes Benz,107,V8,Standard,63734,70745,242,2,471
673,Grey,Subaru,Liberty,Electric,Automatic,24680,94143,184,17,361
674,Black,Ferrari,Superamerica,Petrol,Standard,28021,99803,544,2,199
675,White,Peugeot,607,V8,Automatic,61269,9804,303,6,422
676,Dark Green,Honda,Civic,Diesel,Automatic,24166,72613,10,10,172
677,Purple,Audi,Q7,Petrol,Automatic,5275,47424,287,22,361
678,Blue,Kia,Rio RX-V,Inine,Automatic,72320,62700,173,21,10
679,Orange,Maserati,Merak,Diesel,Automatic,38051,55183,9,19,210
680,Yellow,Kia,Rondo,Electric,Standard,25278,27636,783,1,60
681,Black,Nissan,Multi,Electric,Standard,52803,57965,12,13,67
682,Yellow,Ford,Falcon,Electric,Standard,52037,129341,606,20,169
683,Red,Pontiac,Wave,V6,Standard,74776,77545,893,11,323
684,Pearl,BMW,318,Petrol,Automatic,37345,65119,,4,
685,Dark Green,Lexus,ES 350,Inine,Automatic,57757,107677,115,24,300
686,Dark Grey,Hyundai,Santa Fe,Petrol,Standard,7282,14163,854,29,50
687,Dark Blue,Hyundai,Elantra,Inine,Standard,43350,140365,214,12,400
688,Dark Grey,GMC,Envoy,Electric,Automatic,39564,3232,,25,
689,Pearl,Volkswagen,Golf II,Diesel,Automatic,3044,137240,976,24,184
690,Green,Honda,CRX,Petrol,Automatic,74349,3102,176,10,258
691,Dark Blue,Jaguar,Super V8,V8,Standard,74088,23641,658,5,248
692,Dark Blue,Lexus,GS 350,Inine,Standard,17191,133632,,0,
693,White,Lexus,Harrier 4x4,W,Standard,15351,89541,693,11,366
694,Dark Green,Volkswagen,Caddy,Diesel,Standard,70938,105741,,29,
695,Beige,Hyundai,Pony,Petrol,Standard,28651,87904,601,9,328
696,Beige,Volkswagen,Multivan,Inine,Standard,9053,118281,735,29,153
697,White,Nissan,Maxima,V8,Standard,59625,1246,423,18,256
698,Dark Blue,Honda,MDX,Petrol,Automatic,70650,149532,26,0,78
699,Red,Subaru,4x4 Turbo,W,Automatic,33545,126638,340,25,5
700,Pearl,Jaguar,Super V8,V6,Automatic,27897,130468,109,6,149
701,Dark Blue,Honda,Civic Si,V8,Standard,64901,24998,6,5,423
702,Black,Suzuki,SX4,V6,Automatic,53676,10530,629,5,36
703,Pearl,Suzuki,SX4,Inine,Standard,6568,84800,,29,
704,Yellow,Jaguar,XJR,Electric,Standard,45432,145165,77,5,204
705,Dark Green,Chevrolet,Tacuma,Inine,Automatic,59949,60230,,26,
706,Purple,Honda,S2000,Petrol,Automatic,1633,8884,77,5,204
707,Green,Maserati,Bora,V8,Standard,40103,42663,507,5,331
708,White,Alfa Romeo,Spider,V6,Automatic,15838,132043,456,11,435
709,Blue,Nissan,Pathfinder,Petrol,Automatic,21904,12730,933,17,233
710,Purple,Kia,Spectra EX,V8,Standard,748,24925,657,16,155
711,White,Renault,Encore,W,Standard,44135,45614,197,19,497
712,Dark Grey,Porsche,Speedster,W,Automatic,29970,52348,114,27,85
713,Beige,Mazda,929 Serenia,W,Standard,4854,21294,220,14,386
714,Yellow,GMC,Yukon XL,W,Automatic,70233,103137,625,16,103
715,Yellow,Mercedes Benz,ML430,Petrol,Automatic,12657,74774,998,11,264
716,Dark Blue,Suzuki,X-90,W,Standard,3736,87861,386,20,166
717,Orange,Kia,Sportage,W,Standard,64684,32873,176,10,258
718,Red,GMC,Topkick,V6,Automatic,40410,8701,72,1,110
719,Dark Green,Mercedes Benz,SLK280,Petrol,Automatic,22936,70930,398,24,459
720,Pearl,Kia,Rio,Petrol,Automatic,74927,78755,715,22,5
721,Grey,Alfa Romeo,159,V6,Automatic,16883,85016,689,25,5
722,Light Grey,Honda,Passport,Electric,Automatic,24328,34570,913,20,447
723,Black,GMC,Sprint,Diesel,Standard,23617,63570,901,24,117
724,Light Grey,Alfa Romeo,147,W,Standard,55567,93306,858,22,111
725,Orange,Hyundai,Coupé,Petrol,Automatic,19732,70196,520,25,368
726,Blue,Honda,Odyssey,Electric,Standard,16434,19572,678,24,427
727,Pearl,Mazda,6 Sport,V8,Automatic,3417,119565,635,22,435
728,Black,Fiat,Idea,V8,Automatic,6019,72556,274,5,301
729,Pearl,Lexus,GS 350,V6,Standard,30748,42387,201,1,331
730,Green,Renault,25,Electric,Standard,4494,34042,864,13,149
731,Grey,GMC,Blazer Fullsize,Petrol,Automatic,61482,55807,624,2,394
732,Blue,Jaguar,XKR,Electric,Automatic,25298,17606,214,12,400
733,Beige,BMW,8 Series,Petrol,Automatic,10547,60019,472,29,352
